Historic Sales Tot Pe Fecha Date,Historic Sales Tot Pe Departamento,Historic Sales Tot Pe Subdepartamento,Historic Sales Tot Pe Clase,Historic Sales Tot Pe Subclase,Historic Sales Tot Pe Cod Ean,Historic Sales Tot Pe Cod SKU,Historic Sales Tot Pe Desc SKU,Historic Sales Tot Pe Cod Marca,Historic Sales Tot Pe Cod Localfisico,Historic Sales Tot Pe Desc Localfisico,Historic Sales Tot Pe Zonal,Historic Sales Tot Pe Rut Prov,Historic Sales Tot Pe Cod Proveedor,Historic Sales Tot Pe Qty,Historic Sales Tot Pe Venta Bruta,Historic Sales Tot Pe Venta Neta
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592089726,43392658,MUNECA EVI LOVE PRINCESA Y UNICORNIO,EVI LOVE,112,Quilca,Zona D,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592089726,43392658,MUNECA EVI LOVE PRINCESA Y UNICORNIO,EVI LOVE,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592517151,43392653,MUNECA EVI LOVE MI PRIMERA BICI SURT,EVI LOVE,339,HB Chiclayo Leguia,Zona HB,2060076804-3,2060076804,1,"24,90","21,10"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592579883,43392659,MUNECA EVI LOVE TIEMPO DE VERANO SURT,EVI LOVE,377,HB Ica Panamericana,Zona HB,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592579883,43392659,MUNECA EVI LOVE TIEMPO DE VERANO SURT,EVI LOVE,103,Mega Plaza,Zona B,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,316,Arequipa Porongoche,Zona A,2060076804-3,2060076804,2,"29,80","25,26"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,319,HB Trujillo Pierola,Zona HB,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,173,HB Guardia Civil,Zona HB,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,155,Santa Anita,Zona B,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592505134,43077290,EVI LOVE AMIGA DE MASCOTAS SURTIDO,EV,310,Chiclayo 1,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592515393,43077292,EVI LOVE CON AUTO Y MASCOTA,EV,314,Trujillo 2,Zona B,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592538477,43212180,MUNECA EVILOVE CAMAROTE Y 2 MUNECAS,EVI LOVE,358,Cajamarca,Zona E,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4052351030560,43331013,EVI LOVE CON MAMA Y BB CANGURO Y ACC,EV,451,HTO Huanuco,Zona E,2060076804-3,2060076804,1,"29,90","29,90"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779051615,43102241,PINYPON CELEBRACION DE CUMPLEANOS,PINYPON,352,Pacasmayo,Zona E,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,190,Dominicos,Zona D,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,335,Chimbote,Zona B,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,171,San Hilarion,Zona C,2060076804-3,2060076804,3,"59,70","50,58"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,310,Chiclayo 1,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,156,Los Olivos,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,2000436362787,43636278,CARTERA FASHION BARBIE,CARTERITAS,124,Jockey Plaza,Zona A,2060076804-3,2060076804,1,"11,96","10,14"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,4893825024452,41862218,CARTERA METALICA MINNIE,MIN,350,Sullana,Zona C,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,4893825032358,43497634,BARBIE FASHION SET 3 EN 1,BBI,373,HB Chincha,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050401 - MANUALIDADES DE NIÑAS,4006592088620,43633070,TERMOADHESIVO X 5000 PCS INCL ACCES,ART  Y F,190,Dominicos,Zona D,2060076804-3,2060076804,1,"42,90","36,36"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050401 - MANUALIDADES DE NIÑAS,4006592088620,43633070,TERMOADHESIVO X 5000 PCS INCL ACCES,ART  Y F,356,Chepen,Zona E,2060076804-3,2060076804,1,"42,90","36,36"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050401 - MANUALIDADES DE NIÑAS,4006592088620,43633070,TERMOADHESIVO X 5000 PCS INCL ACCES,ART  Y F,122,La Fontana,Zona A,2060076804-3,2060076804,1,"42,90","36,36"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747624903,43601789,DART ZONE BLASTER MOTORIZADO VULCANATOR,DARTZONE,371,Piura Maestro,Zona C,2060076804-3,2060076804,1,"89,90","76,19"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747624903,43601789,DART ZONE BLASTER MOTORIZADO VULCANATOR,DARTZONE,194,MP Comas,Zona C,2060076804-3,2060076804,-1,"-89,90","-76,19"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747624903,43601789,DART ZONE BLASTER MOTORIZADO VULCANATOR,DARTZONE,350,Sullana,Zona C,2060076804-3,2060076804,1,"89,90","76,19"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747638818,43552670,DZ MAGNUM BLASTER SUPER TAMBOR,DART ZONE,315,Piura,Zona C,2060076804-3,2060076804,1,"79,90","67,71"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747883003,43601787,HYDRO STRIKE STRATOS PRO,DARTZONE,171,San Hilarion,Zona C,2060076804-3,2060076804,1,"94,05","79,70"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835008547,43536193,STRETCHERZ PATRULLA DINO ELASTICO,STRETCHERZ,371,Piura Maestro,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835008547,43536193,STRETCHERZ PATRULLA DINO ELASTICO,STRETCHERZ,334,HB Huacho,Zona HB,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835009346,43536196,STRETCHERZ PATRULLA XXL ELASTICA,STRETCHERZ,338,Arequipa Parra,Zona A,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835105345,43536195,STRETCHERZ DEFORMABLES,STRETCHERZ,115,El Agustino,Zona E,2060076804-3,2060076804,1,"17,90","15,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060604 - PISTAS,J1006060402 - PISTAS FRICCION,5050841708615,43102223,TEAMSTERZ PLAYSET RESCATE EN EL MAR,TST,379,HB Ica La Tinguina,Zona HB,2060076804-3,2060076804,2,"39,80","33,72"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060604 - PISTAS,J1006060402 - PISTAS FRICCION,5050841708615,43102223,TEAMSTERZ PLAYSET RESCATE EN EL MAR,TST,473,HB La Merced,Zona HB,2060076804-3,2060076804,1,"19,90","19,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,90159155263,43601781,1:64 MUSCLE MACHINES AUTOS SURTIDOS,MUSCLE MAC,115,El Agustino,Zona E,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,90159155263,43601781,1:64 MUSCLE MACHINES AUTOS SURTIDOS,MUSCLE MAC,314,Trujillo 2,Zona B,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,4893825027293,42512457,HOT WHEELS CAR CASE MULTIMODULAR 18 PCS,HOW,119,Pachacutec,Zona E,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,4893825030736,43331019,HOT WHEELS ESTUCHE PLASTICO 15 AUTOS,HOW,315,Piura,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,4893825030736,43331019,HOT WHEELS ESTUCHE PLASTICO 15 AUTOS,HOW,117,Canta Callao,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050837361510,42887776,TEAMSTERZ PLAYSET GRANDES CONSTRUCCIONES,TST,171,San Hilarion,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621112,42382272,TEAMSTERZ AUTOS DE METAL 3PULG BLISTX2,TST,452,HB Moyobamba,Zona HB,2060076804-3,2060076804,3,"41,40","41,40"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621112,42382272,TEAMSTERZ AUTOS DE METAL 3PULG BLISTX2,TST,124,Jockey Plaza,Zona A,2060076804-3,2060076804,1,"13,80","11,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621112,42382272,TEAMSTERZ AUTOS DE METAL 3PULG BLISTX2,TST,171,San Hilarion,Zona C,2060076804-3,2060076804,2,"27,60","23,38"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621211,42887777,TEAMSTERZ AUTO DE METAL 3 PACK DE 5,TST,333,HB Trujillo Union,Zona HB,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,116,Lima Centro,Zona D,2060076804-3,2060076804,2,"11,80","10,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,119,Pachacutec,Zona E,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,352,Pacasmayo,Zona E,2060076804-3,2060076804,2,"11,80","10,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,319,HB Trujillo Pierola,Zona HB,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,470,HB Iquitos La Marina,Zona HB,2060076804-3,2060076804,3,"17,70","17,70"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,313,Ica,Zona D,2060076804-3,2060076804,9,"53,10","45,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,194,MP Comas,Zona C,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,173,HB Guardia Civil,Zona HB,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,157,Av. Central,Zona D,2060076804-3,2060076804,4,"23,60","20,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,371,Piura Maestro,Zona C,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,155,Santa Anita,Zona B,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841727111,42512470,TEAMSTERZ DISPARADOR DINO Y 1 AUTO,TST,470,HB Iquitos La Marina,Zona HB,2060076804-3,2060076804,1,"29,90","29,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841729412,42512466,TEAMSTERZ AUTO QUE CAMBIA DE COLOR,TST,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,4,"39,60","33,56"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,178,HB Dueñas,Zona HB,2060076804-3,2060076804,1,"7,90","6,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743418,42887779,TMZ BEAST MACHINES DIECAST PACK X 5,TST,451,HTO Huanuco,Zona E,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841754513,43102224,TMZ BEAST MACHINE AUTOS METAL PACK 3 AUT,TST,314,Trujillo 2,Zona B,2060076804-3,2060076804,1,"15,00","12,71"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841754513,43102224,TMZ BEAST MACHINE AUTOS METAL PACK 3 AUT,TST,358,Cajamarca,Zona E,2060076804-3,2060076804,2,"30,00","25,42"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841755510,43342633,TMZ BEAST MACHINES LANZADOR TIBURION,TST,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841762716,43342629,TMZ BEAST MACH MONSTER JAWS A FRICCION,TST,314,Trujillo 2,Zona B,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060607 - SET DE NIÑOS,J1006060708 - OTROS SETS,4893825032402,43497633,HOT WHEELS POWER SET 3 EN 1,HOW,174,HB Ventanilla Pachacutec,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,4893825016037,41347885,LATA PARA 18 AUTOS HOT WHEELS,HOW,110,Huaylas,Zona B,2060076804-3,2060076804,1,"37,90","32,12"
