Historic Sales Tot Pe Fecha Date,Historic Sales Tot Pe Departamento,Historic Sales Tot Pe Subdepartamento,Historic Sales Tot Pe Clase,Historic Sales Tot Pe Subclase,Historic Sales Tot Pe Cod Ean,Historic Sales Tot Pe Cod SKU,Historic Sales Tot Pe Desc SKU,Historic Sales Tot Pe Cod Marca,Historic Sales Tot Pe Cod Localfisico,Historic Sales Tot Pe Desc Localfisico,Historic Sales Tot Pe Zonal,Historic Sales Tot Pe Rut Prov,Historic Sales Tot Pe Cod Proveedor,Historic Sales Tot Pe Qty,Historic Sales Tot Pe Venta Bruta,Historic Sales Tot Pe Venta Neta
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400356298,42152697,INFINITY NADO TROMPO DE BATALLA METAL ANILLO,INFINITO,171,San Hilarion,Zona C,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400357172,42461188,INFINITY NADO SET BATALLA Y2 TROMP METAL,INFINIT,115,El Agustino,Zona E,2060076804-3,2060076804,1,"99,00","83,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,352,Pacasmayo,Zona E,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,391,HB Ferrenafe,Zona HB,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,334,HB Huacho,Zona HB,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,313,Ica,Zona D,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,316,Arequipa Porongoche,Zona A,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,194,MP Comas,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,350,Sullana,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400424980,43102233,INFINITY NADO SERIE 6 STARTER PACK,INFINIT,105,La Marina,Zona A,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,316,Arequipa Porongoche,Zona A,2060076804-3,2060076804,7,"104,30","88,41"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,155,Santa Anita,Zona B,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,350,Sullana,Zona C,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,357,Cusco La Cultura,Zona B,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,194,MP Comas,Zona C,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,319,HB Trujillo Pierola,Zona HB,2060076804-3,2060076804,2,"29,80","25,26"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,8711808307216,43342644,MANDIBULAS JUEGO DE PESCA,GOLIATH,171,San Hilarion,Zona C,2060076804-3,2060076804,1,"79,90","67,71"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,450,HTO Pucallpa,Zona C,2060076804-3,2060076804,1,"22,90","22,90"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,171,San Hilarion,Zona C,2060076804-3,2060076804,2,"45,80","38,82"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592086176,43633065,ART Y FUN SET DE ARENA UNICOR Y ACCES,ART  Y F,118,Bellavista,Zona B,2060076804-3,2060076804,1,"39,90","33,81"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592086176,43633065,ART Y FUN SET DE ARENA UNICOR Y ACCES,ART  Y F,175,Lima Sur,Zona B,2060076804-3,2060076804,1,"39,90","33,81"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592086275,43474687,ART FUN MEGA SET DE MASA X 55 PZAS,ART  Y F,114,San Luis,Zona A,2060076804-3,2060076804,1,"59,90","50,76"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,310,Chiclayo 1,Zona C,2060076804-3,2060076804,2,"25,80","21,86"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,336,Chiclayo San Jose,Zona C,2060076804-3,2060076804,2,"25,80","21,86"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,171,San Hilarion,Zona C,2060076804-3,2060076804,4,"51,60","43,72"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,316,Arequipa Porongoche,Zona A,2060076804-3,2060076804,2,"31,80","26,94"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,155,Santa Anita,Zona B,2060076804-3,2060076804,2,"31,80","26,94"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,157,Av. Central,Zona D,2060076804-3,2060076804,4,"63,60","53,88"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,119,Pachacutec,Zona E,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592073503,43392655,MUNECA EVI LOVE TIENDITA DE FRUTAS,EVI LOVE,350,Sullana,Zona C,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592579883,43392659,MUNECA EVI LOVE TIEMPO DE VERANO SURT,EVI LOVE,317,Arequipa Cayma,Zona A,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4052351032007,43392656,MUNECA EVI LOVE CON MOTO Y COCHE YMASCOT,EVI LOVE,350,Sullana,Zona C,2060076804-3,2060076804,1,"39,90","33,81"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4052351032007,43392656,MUNECA EVI LOVE CON MOTO Y COCHE YMASCOT,EVI LOVE,194,MP Comas,Zona C,2060076804-3,2060076804,1,"39,90","33,81"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379142461,43342626,PINYPON AUTO DEPORT Y SCOOTER INCL FIGURA,PINYPON,375,Huancayo,Zona E,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379142461,43342626,PINYPON AUTO DEPORT Y SCOOTER INCL FIGURA,PINYPON,117,Canta Callao,Zona C,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379142812,43324538,PINYPON FIGURAS BASICAS SERIE 13 DISP 56,PINYPON,471,HB Iquitos Alfonso Ugarte,Zona HB,2060076804-3,2060076804,1,"14,90","14,90"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,451,HTO Huanuco,Zona E,2060076804-3,2060076804,1,"14,90","14,90"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,120,Puente Piedra,Zona C,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,114,San Luis,Zona A,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8410779076335,43410215,PINYPON REINAS CDU,PINYPON,350,Sullana,Zona C,2060076804-3,2060076804,2,"19,80","16,78"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8410779076335,43410215,PINYPON REINAS CDU,PINYPON,157,Av. Central,Zona D,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592086763,43331015,EVI LOVE SAFARI Y VEHIC Y 2 BB ANIMAL,EV,194,MP Comas,Zona C,2060076804-3,2060076804,1,"59,90","50,76"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592538477,43212180,MUNECA EVILOVE CAMAROTE Y 2 MUNECAS,EVI LOVE,335,Chimbote,Zona B,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592538477,43212180,MUNECA EVILOVE CAMAROTE Y 2 MUNECAS,EVI LOVE,193,Puruchuco,Zona B,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4052351019497,43331014,EVI LOVE SET CUIDADO PERRITOS Y ACC,EV,356,Chepen,Zona E,2060076804-3,2060076804,5,"74,50","63,15"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4052351030478,43331011,EVI LOVE CON ALPACA,EV,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4052351030560,43331013,EVI LOVE CON MAMA Y BB CANGURO Y ACC,EV,115,El Agustino,Zona E,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4052351030560,43331013,EVI LOVE CON MAMA Y BB CANGURO Y ACC,EV,103,Mega Plaza,Zona B,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,8056379162773,43586309,PINYPON POP DECORA CON ARTE,PINYPON,123,Angamos,Zona A,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,8410779100177,43547577,PINYPON PROFESIONES,PINYPON,371,Piura Maestro,Zona C,2060076804-3,2060076804,1,"22,90","19,41"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779076281,43102221,PINYPON MEJORES AMIGAS,PINYPON,356,Chepen,Zona E,2060076804-3,2060076804,1,"20,00","16,95"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779076281,43102221,PINYPON MEJORES AMIGAS,PINYPON,107,Atocongo,Zona B,2060076804-3,2060076804,2,"40,00","33,90"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,357,Cusco La Cultura,Zona B,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,316,Arequipa Porongoche,Zona A,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,119,Pachacutec,Zona E,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,319,HB Trujillo Pierola,Zona HB,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,105,La Marina,Zona A,2060076804-3,2060076804,2,"39,80","33,72"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,4893825024452,41862218,CARTERA METALICA MINNIE,MIN,450,HTO Pucallpa,Zona C,2060076804-3,2060076804,2,"19,80","19,80"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,4893825032358,43497634,BARBIE FASHION SET 3 EN 1,BBI,391,HB Ferrenafe,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,4893825032358,43497634,BARBIE FASHION SET 3 EN 1,BBI,334,HB Huacho,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050401 - MANUALIDADES DE NIÑAS,4006592088620,43633070,TERMOADHESIVO X 5000 PCS INCL ACCES,ART  Y F,338,Arequipa Parra,Zona A,2060076804-3,2060076804,1,"42,90","36,36"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050402 - OTROS JUGUETES NIÑAS,4895247402528,43410212,GLAM BUDDIES BOLSO MASCOTA Y ACCS SURT,PINYPON,117,Canta Callao,Zona C,2060076804-3,2060076804,1,"37,90","32,12"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050402 - OTROS JUGUETES NIÑAS,4895247402528,43410212,GLAM BUDDIES BOLSO MASCOTA Y ACCS SURT,PINYPON,123,Angamos,Zona A,2060076804-3,2060076804,1,"37,90","32,12"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835005546,43601785,STRETCHERZ MINI PATRULLA ELASTICA PACK 5,STRETCHERZ,313,Ica,Zona D,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835008547,43536193,STRETCHERZ PATRULLA DINO ELASTICO,STRETCHERZ,310,Chiclayo 1,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835010540,43601784,STRETCHERZ PATRULLA ELECTRO ELASTICO,STRETCHERZ,358,Cajamarca,Zona E,2060076804-3,2060076804,1,"22,90","19,41"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835105345,43536195,STRETCHERZ DEFORMABLES,STRETCHERZ,177,Comandante Espinar,Zona A,2060076804-3,2060076804,1,"17,90","15,17"
