Historic Sales Tot Pe Fecha Date,Historic Sales Tot Pe Departamento,Historic Sales Tot Pe Subdepartamento,Historic Sales Tot Pe Clase,Historic Sales Tot Pe Subclase,Historic Sales Tot Pe Cod Ean,Historic Sales Tot Pe Cod SKU,Historic Sales Tot Pe Desc SKU,Historic Sales Tot Pe Cod Marca,Historic Sales Tot Pe Cod Localfisico,Historic Sales Tot Pe Desc Localfisico,Historic Sales Tot Pe Zonal,Historic Sales Tot Pe Rut Prov,Historic Sales Tot Pe Cod Proveedor,Historic Sales Tot Pe Qty,Historic Sales Tot Pe Venta Bruta,Historic Sales Tot Pe Venta Neta
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050837662419,43536192,STRETCHERZ PATRULLA ELASTICA,STRETCHERZ,333,HB Trujillo Union,Zona HB,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060604 - PISTAS,J1006060402 - PISTAS FRICCION,5050841708615,43102223,TEAMSTERZ PLAYSET RESCATE EN EL MAR,TST,333,HB Trujillo Union,Zona HB,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,4893825030736,43331019,HOT WHEELS ESTUCHE PLASTICO 15 AUTOS,HOW,313,Ica,Zona D,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050837361510,42887776,TEAMSTERZ PLAYSET GRANDES CONSTRUCCIONES,TST,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,2,"39,80","33,72"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050837361510,42887776,TEAMSTERZ PLAYSET GRANDES CONSTRUCCIONES,TST,314,Trujillo 2,Zona B,2060076804-3,2060076804,3,"59,70","50,58"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621112,42382272,TEAMSTERZ AUTOS DE METAL 3PULG BLISTX2,TST,112,Quilca,Zona D,2060076804-3,2060076804,1,"13,80","11,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621112,42382272,TEAMSTERZ AUTOS DE METAL 3PULG BLISTX2,TST,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,1,"13,80","11,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,118,Bellavista,Zona B,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,156,Los Olivos,Zona C,2060076804-3,2060076804,2,"11,80","10,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,359,Huaral MP,Zona D,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,471,HB Iquitos Alfonso Ugarte,Zona HB,2060076804-3,2060076804,1,"5,31","5,31"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,452,HB Moyobamba,Zona HB,2060076804-3,2060076804,12,"70,80","70,80"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,378,HB Chulucanas,Zona HB,2060076804-3,2060076804,9,"53,10","45,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,192,HB Panamericana Urbana,Zona HB,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,332,Chincha,Zona D,2060076804-3,2060076804,2,"11,80","10,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841644913,43324539,TEAMSTERZ CAMIONES CIUDAD SURTIDOS,TST,110,Huaylas,Zona B,2060076804-3,2060076804,1,"17,90","15,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841644913,43324539,TEAMSTERZ CAMIONES CIUDAD SURTIDOS,TST,115,El Agustino,Zona E,2060076804-3,2060076804,1,"17,90","15,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841645019,43324540,TEAMSTERZ CAMIONES EMERGENCIA SURTIDOS,TST,122,La Fontana,Zona A,2060076804-3,2060076804,1,"17,90","15,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841729412,42512466,TEAMSTERZ AUTO QUE CAMBIA DE COLOR,TST,333,HB Trujillo Union,Zona HB,2060076804-3,2060076804,3,"29,70","25,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841729511,43102226,TEAMSTERZ CAMBIA DE COLOR PACK 3 AUTOS,TST,314,Trujillo 2,Zona B,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,350,Sullana,Zona C,2060076804-3,2060076804,1,"7,90","6,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,334,HB Huacho,Zona HB,2060076804-3,2060076804,1,"7,90","6,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,319,HB Trujillo Pierola,Zona HB,2060076804-3,2060076804,1,"7,90","6,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743418,42887779,TMZ BEAST MACHINES DIECAST PACK X 5,TST,474,TT IQUITOS MALL,Zona D,2060076804-3,2060076804,1,"39,50","39,50"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841755619,43342632,TMZ BEAST MACHINES LANZADOR DINO Y 1 AUTO,TST,174,HB Ventanilla Pachacutec,Zona HB,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841762716,43342629,TMZ BEAST MACH MONSTER JAWS A FRICCION,TST,335,Chimbote,Zona B,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060607 - SET DE NIÑOS,J1006060706 - SET DE PIRATAS,5050840500944,43436013,TMZ BEAST MACHINES BARCO PIRATA Y 1 AUTO,TST,474,TT IQUITOS MALL,Zona D,2060076804-3,2060076804,1,"79,90","79,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060607 - SET DE NIÑOS,J1006060708 - OTROS SETS,4893825032402,43497633,HOT WHEELS POWER SET 3 EN 1,HOW,373,HB Chincha,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060607 - SET DE NIÑOS,J1006060708 - OTROS SETS,4893825033065,43497632,HOT WHEELS RACK GUARDA AUTOS 3 EN 1,HOW,350,Sullana,Zona C,2060076804-3,2060076804,1,"79,90","67,71"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,4893825016037,41347885,LATA PARA 18 AUTOS HOT WHEELS,HOW,315,Piura,Zona C,2060076804-3,2060076804,1,"37,90","32,12"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,472,HB Tarapoto,Zona HB,2060076804-3,2060076804,1,"27,90","27,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,175,Lima Sur,Zona B,2060076804-3,2060076804,2,"29,80","25,26"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,472,HB Tarapoto,Zona HB,2060076804-3,2060076804,1,"14,90","14,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,8720077145320,43497626,EL PISO ES LAVA,GOLIATH,175,Lima Sur,Zona B,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,8720077145320,43497626,EL PISO ES LAVA,GOLIATH,451,HTO Huanuco,Zona E,2060076804-3,2060076804,1,"49,90","49,90"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,112,Quilca,Zona D,2060076804-3,2060076804,1,"22,90","19,41"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,115,El Agustino,Zona E,2060076804-3,2060076804,2,"45,80","38,82"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,105,La Marina,Zona A,2060076804-3,2060076804,2,"43,51","36,88"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592086336,43633064,ART Y FUN SET DE ARENA DINOY ACCES,ART  Y F,115,El Agustino,Zona E,2060076804-3,2060076804,1,"39,90","33,81"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,314,Trujillo 2,Zona B,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,175,Lima Sur,Zona B,2060076804-3,2060076804,3,"47,70","40,41"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,337,Cañete,Zona D,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,310,Chiclayo 1,Zona C,2060076804-3,2060076804,2,"31,80","26,94"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,359,Huaral MP,Zona D,2060076804-3,2060076804,2,"31,80","26,94"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,171,San Hilarion,Zona C,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,104,Las Begonias,Zona A,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,450,HTO Pucallpa,Zona C,2060076804-3,2060076804,1,"15,90","15,90"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592690977,43474676,ART FUN PRENSA PARA MASA X3 ACCES,ART  Y F,122,La Fontana,Zona A,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592073503,43392655,MUNECA EVI LOVE TIENDITA DE FRUTAS,EVI LOVE,115,El Agustino,Zona E,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592089726,43392658,MUNECA EVI LOVE PRINCESA Y UNICORNIO,EVI LOVE,124,Jockey Plaza,Zona A,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592579883,43392659,MUNECA EVI LOVE TIEMPO DE VERANO SURT,EVI LOVE,359,Huaral MP,Zona D,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,113,Saenz Pena,Zona D,2060076804-3,2060076804,3,"44,70","37,89"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,107,Atocongo,Zona B,2060076804-3,2060076804,2,"29,80","25,26"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,356,Chepen,Zona E,2060076804-3,2060076804,3,"44,70","37,89"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592505134,43077290,EVI LOVE AMIGA DE MASCOTAS SURTIDO,EV,194,MP Comas,Zona C,2060076804-3,2060076804,2,"39,80","33,72"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592505134,43077290,EVI LOVE AMIGA DE MASCOTAS SURTIDO,EV,350,Sullana,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592538477,43212180,MUNECA EVILOVE CAMAROTE Y 2 MUNECAS,EVI LOVE,114,San Luis,Zona A,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4052351030560,43331013,EVI LOVE CON MAMA Y BB CANGURO Y ACC,EV,194,MP Comas,Zona C,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,8056379162803,43547576,PINYPON ADIVINA TU FORTUNA,PINYPON,392,HB Piura Grau,Zona HB,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8056379141204,43102239,PINYPON PEQUENA CASITA INCL MUNECA,PINYPON,357,Cusco La Cultura,Zona B,2060076804-3,2060076804,1,"59,90","50,76"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8056379141204,43102239,PINYPON PEQUENA CASITA INCL MUNECA,PINYPON,470,HB Iquitos La Marina,Zona HB,2060076804-3,2060076804,1,"59,90","59,90"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779051615,43102241,PINYPON CELEBRACION DE CUMPLEANOS,PINYPON,375,Huancayo,Zona E,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,374,HB Pisco,Zona HB,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,116,Lima Centro,Zona D,2060076804-3,2060076804,2,"39,80","33,72"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,357,Cusco La Cultura,Zona B,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,371,Piura Maestro,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,350,Sullana,Zona C,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,313,Ica,Zona D,2060076804-3,2060076804,2,"39,80","33,72"
