Historic Sales Tot Pe Fecha Date,Historic Sales Tot Pe Departamento,Historic Sales Tot Pe Subdepartamento,Historic Sales Tot Pe Clase,Historic Sales Tot Pe Subclase,Historic Sales Tot Pe Cod Ean,Historic Sales Tot Pe Cod SKU,Historic Sales Tot Pe Desc SKU,Historic Sales Tot Pe Cod Marca,Historic Sales Tot Pe Cod Localfisico,Historic Sales Tot Pe Desc Localfisico,Historic Sales Tot Pe Zonal,Historic Sales Tot Pe Rut Prov,Historic Sales Tot Pe Cod Proveedor,Historic Sales Tot Pe Qty,Historic Sales Tot Pe Venta Bruta,Historic Sales Tot Pe Venta Neta
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,317,Arequipa Cayma,Zona A,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,335,Chimbote,Zona B,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,315,Piura,Zona C,2060076804-3,2060076804,1,"15,90","13,47"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592073503,43392655,MUNECA EVI LOVE TIENDITA DE FRUTAS,EVI LOVE,171,San Hilarion,Zona C,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592089726,43392658,MUNECA EVI LOVE PRINCESA Y UNICORNIO,EVI LOVE,155,Santa Anita,Zona B,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592089726,43392658,MUNECA EVI LOVE PRINCESA Y UNICORNIO,EVI LOVE,352,Pacasmayo,Zona E,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592579883,43392659,MUNECA EVI LOVE TIEMPO DE VERANO SURT,EVI LOVE,194,MP Comas,Zona C,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4006592579883,43392659,MUNECA EVI LOVE TIEMPO DE VERANO SURT,EVI LOVE,352,Pacasmayo,Zona E,2060076804-3,2060076804,2,"25,80","21,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,4052351032007,43392656,MUNECA EVI LOVE CON MOTO Y COCHE YMASCOT,EVI LOVE,175,Lima Sur,Zona B,2060076804-3,2060076804,1,"39,90","33,81"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379142461,43342626,PINYPON AUTO DEPORT Y SCOOTER INCL FIGURA,PINYPON,157,Av. Central,Zona D,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,374,HB Pisco,Zona HB,2060076804-3,2060076804,2,"29,80","25,26"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050103 - MUÑECA,8056379162810,43410217,PINYPON TENEBROSA SERIE 14 CDU 24X2,PINYPON,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,4006592505134,43077290,EVI LOVE AMIGA DE MASCOTAS SURTIDO,EV,372,Huacho,Zona D,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050104 - MUÑECA CON ACCESORIOS,8410779100177,43547577,PINYPON PROFESIONES,PINYPON,471,HB Iquitos Alfonso Ugarte,Zona HB,2060076804-3,2060076804,1,"22,90","22,90"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050106 - MUÑECO BEBE C/ACCESORIOS,8056379180289,43601783,NENUCO PLAZA SESAMO,NENUCO,112,Quilca,Zona D,2060076804-3,2060076804,1,"79,90","67,71"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,472,HB Tarapoto,Zona HB,2060076804-3,2060076804,2,"55,80","55,80"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,310,Chiclayo 1,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060501 - MUÑECAS,J1006050107 - OTRAS MUÑECAS,8410779087355,42837189,PINYPON MI MASCOTA Y YO SURT,PINYPON,359,Huaral MP,Zona D,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050201 - CASA DE MUÑECAS,8410779100184,43571734,PINYPON CASA PORTATIL AMOBLADA Y ACCES,PINYPON,310,Chiclayo 1,Zona C,2060076804-3,2060076804,1,"89,90","76,19"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,193,Puruchuco,Zona B,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,179,MP Villa el Salvador,Zona D,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,375,Huancayo,Zona E,2060076804-3,2060076804,4,"79,60","67,44"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060502 - ACCESORIOS DE MUÑECAS,J1006050204 - OTROS ACCESORIOS,4006592692902,43324541,ART Y FUN PACK X8 CON ACCESORIOS,ART  Y F,315,Piura,Zona C,2060076804-3,2060076804,4,"79,60","67,44"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060503 - SET DE NIÑAS,J1006050302 - SET DE BELLEZA,4893825032358,43497634,BARBIE FASHION SET 3 EN 1,BBI,339,HB Chiclayo Leguia,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100605 - JUGUETES NIÑAS,J10060504 - OTROS JUGUETES NIÑAS,J1006050402 - OTROS JUGUETES NIÑAS,4895247402528,43410212,GLAM BUDDIES BOLSO MASCOTA Y ACCS SURT,PINYPON,470,HB Iquitos La Marina,Zona HB,2060076804-3,2060076804,5,"189,50","189,50"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747630737,43601782,DZ RECARGA DE 100 DARDOS ENVASE TERMO,DART ZONE,371,Piura Maestro,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060602 - ARMAS,J1006060202 - SET DE PISTOLAS,729747630737,43601782,DZ RECARGA DE 100 DARDOS ENVASE TERMO,DART ZONE,350,Sullana,Zona C,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050835105345,43536195,STRETCHERZ DEFORMABLES,STRETCHERZ,338,Arequipa Parra,Zona A,2060076804-3,2060076804,1,"17,90","15,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060603 - MUÑECOS DE ACCION,J1006060301 - FIGURAS DE ACCION,5050837662419,43536192,STRETCHERZ PATRULLA ELASTICA,STRETCHERZ,352,Pacasmayo,Zona E,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060604 - PISTAS,J1006060402 - PISTAS FRICCION,5050841708615,43102223,TEAMSTERZ PLAYSET RESCATE EN EL MAR,TST,391,HB Ferrenafe,Zona HB,2060076804-3,2060076804,1,"19,90","16,86"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,4893825030736,43331019,HOT WHEELS ESTUCHE PLASTICO 15 AUTOS,HOW,124,Jockey Plaza,Zona A,2060076804-3,2060076804,2,"55,80","47,28"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841000443,43436012,TMZ BEAST MACH TRANSPORT DINO YACCS,TST,179,MP Villa el Salvador,Zona D,2060076804-3,2060076804,1,"59,90","50,76"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841621112,42382272,TEAMSTERZ AUTOS DE METAL 3PULG BLISTX2,TST,179,MP Villa el Salvador,Zona D,2060076804-3,2060076804,2,"27,60","23,38"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,318,HB Chiclayo Belaunde Lora,Zona HB,2060076804-3,2060076804,4,"23,60","20,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,377,HB Ica Panamericana,Zona HB,2060076804-3,2060076804,7,"41,30","35,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,376,HB Sullana Maestro,Zona HB,2060076804-3,2060076804,2,"11,80","10,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,103,Mega Plaza,Zona B,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841622812,41883664,TEAMSTERZ AUTOS DE METAL BASICOS EN BLISTER,TST,379,HB Ica La Tinguina,Zona HB,2060076804-3,2060076804,1,"5,90","5,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841644913,43324539,TEAMSTERZ CAMIONES CIUDAD SURTIDOS,TST,375,Huancayo,Zona E,2060076804-3,2060076804,1,"17,90","15,17"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841729412,42512466,TEAMSTERZ AUTO QUE CAMBIA DE COLOR,TST,391,HB Ferrenafe,Zona HB,2060076804-3,2060076804,1,"9,90","8,39"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841729412,42512466,TEAMSTERZ AUTO QUE CAMBIA DE COLOR,TST,155,Santa Anita,Zona B,2060076804-3,2060076804,3,"53,70","45,51"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,192,HB Panamericana Urbana,Zona HB,2060076804-3,2060076804,1,"7,90","6,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,332,Chincha,Zona D,2060076804-3,2060076804,1,"7,90","6,69"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841743210,42887778,TMZ BEAST MACHINES DIECAST BLISTER X 1,TST,471,HB Iquitos Alfonso Ugarte,Zona HB,2060076804-3,2060076804,1,"7,90","7,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841754513,43102224,TMZ BEAST MACHINE AUTOS METAL PACK 3 AUT,TST,119,Pachacutec,Zona E,2060076804-3,2060076804,1,"15,00","12,71"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841762716,43342629,TMZ BEAST MACH MONSTER JAWS A FRICCION,TST,334,HB Huacho,Zona HB,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,5050841762716,43342629,TMZ BEAST MACH MONSTER JAWS A FRICCION,TST,352,Pacasmayo,Zona E,2060076804-3,2060076804,1,"14,90","12,63"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060605 - VEHICULOS BASICOS,J1006060501 - DIE CAST,7758786000075,43601780,TEAMSTERZ PACK DE REGALO CON 4 AUTOS,TST,451,HTO Huanuco,Zona E,2060076804-3,2060076804,0,"0,00","0,00"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060607 - SET DE NIÑOS,J1006060708 - OTROS SETS,4893825032402,43497633,HOT WHEELS POWER SET 3 EN 1,HOW,391,HB Ferrenafe,Zona HB,2060076804-3,2060076804,1,"29,90","25,34"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400356298,42152697,INFINITY NADO TROMPO DE BATALLA METAL ANILLO,INFINITO,356,Chepen,Zona E,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400357172,42461188,INFINITY NADO SET BATALLA Y2 TROMP METAL,INFINIT,316,Arequipa Porongoche,Zona A,2060076804-3,2060076804,1,"99,00","83,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,103,Mega Plaza,Zona B,2060076804-3,2060076804,2,"55,80","47,29"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400366112,42152696,INFINITY NADO TROMPO DE BATALLA METAL EN CAJA,INFINITO,379,HB Ica La Tinguina,Zona HB,2060076804-3,2060076804,1,"27,90","23,64"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400424980,43102233,INFINITY NADO SERIE 6 STARTER PACK,INFINIT,352,Pacasmayo,Zona E,2060076804-3,2060076804,1,"69,90","59,24"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,474,TT IQUITOS MALL,Zona D,2060076804-3,2060076804,1,"14,90","14,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,473,HB La Merced,Zona HB,2060076804-3,2060076804,2,"29,80","29,80"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,6911400438796,42152695,INFINITY NADO TROMPO DE BATALLA PLASTICO,INFINITO,174,HB Ventanilla Pachacutec,Zona HB,2060076804-3,2060076804,2,"29,80","25,26"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,8711808705814,43497627,NO DESPIERTES A PAPA,GOLIATH,451,HTO Huanuco,Zona E,2060076804-3,2060076804,1,"59,90","59,90"
2026-03-29,J1006 - JUGUETERIA,J100606 - JUGUETES NIÑOS,J10060608 - OTROS JUGUETES NIÑOS,J1006060802 - OTROS JUGUETES NIÑOS,8720077145320,43497626,EL PISO ES LAVA,GOLIATH,314,Trujillo 2,Zona B,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,335,Chimbote,Zona B,2060076804-3,2060076804,1,"22,90","19,41"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,193,Puruchuco,Zona B,2060076804-3,2060076804,1,"22,90","19,41"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592067113,43392669,ART FUN BALDE X5 Y ACCES,ART  Y F,317,Arequipa Cayma,Zona A,2060076804-3,2060076804,1,"22,90","19,41"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592077556,43474686,ART FUN SET X24 COLORES,ART  Y F,155,Santa Anita,Zona B,2060076804-3,2060076804,1,"49,90","42,29"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592077556,43474686,ART FUN SET X24 COLORES,ART  Y F,470,HB Iquitos La Marina,Zona HB,2060076804-3,2060076804,1,"42,41","42,41"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,335,Chimbote,Zona B,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,193,Puruchuco,Zona B,2060076804-3,2060076804,2,"25,80","21,86"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592606428,43392672,ART FUN MASA MOLDEABLE PACK 4 X 140 GR,ART  Y F,107,Atocongo,Zona B,2060076804-3,2060076804,1,"12,90","10,93"
2026-03-29,J1006 - JUGUETERIA,J100607 - JUGUETES PRIMERA EDAD,J10060702 - JUGUETES PRE-ESCOLARES,J1006070204 - MOLDEABLES/ SET MOLDEABLES,4006592622640,43392671,ART FUN MASA MOLDEABLE BONUS PACK,ART  Y F,112,Quilca,Zona D,2060076804-3,2060076804,2,"31,80","26,94"
2026-03-29,J1006 - JUGUETERIA,J100608 - JUGUETES UNISEX,J10060804 - JUEGOS DE SALON,J1006080402 - NIÑOS,8711808305465,41771359,ANTON EL CERDITO COMELON,GOLIATH,310,Chiclayo 1,Zona C,2060076804-3,2060076804,1,"89,90","76,19"
